-81.8796 -5.0707
-81.8760 -5.1257
-81.8735 -5.2358
-81.8737 -5.2473
-81.8806 -5.3778
-81.8710 -5.4765
-81.8638 -5.5843
-81.8346 -5.7360
-81.8182 -5.8416
-81.7953 -5.9634
-81.7765 -6.0598
-81.7624 -6.1654
-81.7437 -6.2687
-81.7293 -6.3536
-81.7064 -6.4775
-81.6682 -6.6405
-81.6263 -6.7213
-81.5982 -6.8087
-81.5294 -6.9219
-81.4834 -7.0347
-81.4483 -7.1152
-81.3914 -7.2533
-81.3679 -7.3427
-81.3469 -7.4436
-81.3323 -7.5191
-81.2998 -7.6201
-81.2756 -7.6730
-81.2494 -7.7373
-81.2318 -7.7764
-81.2255 -7.8039
-81.1969 -7.8660
-81.1661 -7.9327
-81.1379 -8.0129
-81.1037 -8.1434
-81.0577 -8.2559
-81.0115 -8.3547
-80.9587 -8.4649
-80.9126 -8.5682
-80.8997 -8.6139
-80.8439 -8.6855
-80.8132 -8.7611
-80.7695 -8.8688
-80.7301 -8.9650
-80.6681 -9.0752
-80.6064 -9.1967
-80.5598 -9.2748
-80.5088 -9.3598
-80.4557 -9.4584
-80.4184 -9.5408
-80.3541 -9.6486
-80.2921 -9.7608
-80.2479 -9.8433
-80.2010 -9.9053
-80.1260 -10.0518
-80.0703 -10.1298
-80.0196 -10.2304
-79.9303 -10.3452
-79.8612 -10.4438
-79.8170 -10.5261
-79.7463 -10.6608
-79.6729 -10.7684
-79.6218 -10.8507
-79.5865 -10.9169
-79.5510 -10.9785
-79.5266 -11.0151
-79.4953 -11.0541
-79.4757 -11.1086
-79.4607 -11.1608
-79.4388 -11.2131
-79.3921 -11.2839
-79.3566 -11.3410
-79.2965 -11.4323
-79.2206 -11.5306
-79.1829 -11.5899
-79.1426 -11.6403
-79.1004 -11.7064
-79.0628 -11.7724
-79.0273 -11.8293
-78.9893 -11.8773
-78.9271 -11.9752
-78.8806 -12.0594
-78.7889 -12.1690
-78.7083 -12.2582
-78.6413 -12.3425
-78.5833 -12.4200
-78.5209 -12.5088
-78.4454 -12.6269
-78.4124 -12.6948
-78.3770 -12.7606
-78.3217 -12.8580
-78.2665 -12.9622
-78.2089 -13.0619
-78.1528 -13.1189
-78.1058 -13.1713
-78.0453 -13.2373
-77.9830 -13.3325
-77.9520 -13.3868
-77.8900 -13.4908
-77.7986 -13.6200
-77.7380 -13.6770
-77.6595 -13.7566
-77.5585 -13.8589
-77.5113 -13.9045
-77.4488 -13.9837
-77.3997 -14.0471
-77.2988 -14.1516
-77.2249 -14.2354
-77.1801 -14.2831
-77.0858 -14.3761
-76.9742 -14.5207
-76.9026 -14.6066
-76.8151 -14.6950
-76.7568 -14.7539
-76.6966 -14.8328
-76.6426 -14.8805
-76.6043 -14.9123
-76.5272 -14.9426
-76.5002 -14.9697
-76.4512 -15.0372
-76.3958 -15.1271
-76.3718 -15.1919
-76.2867 -15.2844
-76.1922 -15.3660
-76.0885 -15.4455
-75.9892 -15.5137
-75.8835 -15.6065
-75.8343 -15.6605
-75.7868 -15.6880
-75.7211 -15.7223
-75.6718 -15.7764
-75.6115 -15.8527
-75.5537 -15.9378
-75.4955 -16.0030
-75.4324 -16.0527
-75.3538 -16.1271
-75.2975 -16.1723
-75.2206 -16.2134
-75.1730 -16.2363
-75.0938 -16.2819
-75.0286 -16.3404
-74.9590 -16.4035
-74.8848 -16.4710
-74.8082 -16.5297
-74.7880 -16.5499
-74.6751 -16.6268
-74.6052 -16.6766
-74.4517 -16.7784
-74.3209 -16.8732
-74.1941 -16.9415
-74.0948 -17.0092
-74.0022 -17.0658
-73.8987 -17.1534
-73.7904 -17.2300
-73.6974 -17.2712
-73.5977 -17.3169
-73.4981 -17.3713
-73.4422 -17.4360
-73.3863 -17.5006
-73.3189 -17.5654
-73.2204 -17.6746
-73.1355 -17.7746
-72.9596 -17.9025
-72.8495 -18.0051
-72.7776 -18.0720
-72.6854 -18.1523
-72.6089 -18.2127
-72.5661 -18.2484
-72.4901 -18.3392
-72.4277 -18.4211
-72.3520 -18.5271
-72.2618 -18.5963
-72.1823 -18.6217
-72.1168 -18.6642
-72.0611 -18.7371
-72.0148 -18.8250
-71.8849 -18.9687
-71.8676 -19.0169
-71.8187 -19.0895
-71.7944 -19.1355
-71.7453 -19.1972
-71.6870 -19.2590
-71.6264 -19.3144
-71.5974 -19.3539
-71.5595 -19.4023
-71.5149 -19.4595
-71.4862 -19.5120
-71.4531 -19.5755
-71.4317 -19.6538
-71.3991 -19.7410
-71.3665 -19.8260
-71.3143 -19.9653
-71.2905 -20.0327
-71.2605 -20.1369
-71.2512 -20.2472
-71.2303 -20.3489
-71.2043 -20.4226
-71.1895 -20.4854
-71.1863 -20.5565
-71.1860 -20.7739
-71.1786 -20.8643
-71.1853 -20.9737
-71.1805 -21.0790
-71.1729 -21.1563
-71.1613 -21.2680
-71.1497 -21.3753
-71.1377 -21.4612
-71.1416 -21.5445
-71.1457 -21.6364
-71.1538 -21.7004
-71.1544 -21.7303
-71.1794 -21.8430
-71.1858 -21.9326
-71.1875 -22.0200
-71.1892 -22.1094
-71.1845 -22.2160
-71.1851 -22.3607
-71.1810 -22.5031
-71.1939 -22.5794
-71.2321 -22.7739
-71.2546 -22.8710
-71.2778 -23.0040
-71.2961 -23.1222
-71.2834 -23.2873
-71.2969 -23.3926
-71.2989 -23.4917
-71.2851 -23.6057
-71.3027 -23.6855
-71.3118 -23.7969
-71.3184 -23.8977
-71.3280 -24.0383
-71.3413 -24.1304
-71.3664 -24.2412
-71.3866 -24.3372
-71.3787 -24.5132
-71.3796 -24.6721
-71.3790 -24.7577
-71.3746 -24.8809
-71.3893 -25.0432
-71.4122 -25.1552
-71.4473 -25.3085
-71.4826 -25.4741
-71.4918 -25.5880
-71.4655 -25.6465
-71.4655 -25.6465
-71.4651 -25.7397
-71.4719 -25.8493
-71.4735 -25.9279
-71.4806 -26.0538
-71.4965 -26.1609
-71.5245 -26.3006
-71.5664 -26.4482
-71.5889 -26.5445
-71.6372 -26.6732
-71.6522 -26.8474
-71.6607 -26.9272
-71.6882 -27.0415
-71.7346 -27.1880
-71.7597 -27.2939
-71.7892 -27.3955
-71.8165 -27.5011
-71.8336 -27.5559
-71.8689 -27.6001
-71.8882 -27.6527
-71.9121 -27.7012
-71.9463 -27.8064
-71.9406 -27.8654
-71.9393 -27.9142
-71.9527 -28.0053
